-0.43115953,0.16512863,0.86623162,0.00000000,0.00000000,0.00000000,0.00000000
-0.44665819,0.13297549,0.90641594,0.00000000,0.00000000,0.00000000,0.00000000
-0.45590881,0.69125897,1.25219524,0.00000000,0.00000000,0.00000000,0.00000000
-0.47923067,0.66193014,1.21088552,0.00000000,0.00000000,0.00000000,0.00000000
-0.22271842,-0.56297743,1.38195384,0.00000000,0.00000000,0.00000000,0.00000000
-0.30747512,-0.59494275,1.26642728,0.00000000,0.00000000,0.00000000,0.00000000
-0.27291468,-0.57010216,1.32734001,0.00000000,0.00000000,0.00000000,0.00000000
-0.30747512,-0.59494275,1.26642728,0.00000000,0.00000000,0.00000000,0.00000000
-0.60935295,0.12233536,1.19812727,0.00000000,0.00000000,0.00000000,0.00000000
-0.57312387,0.07738067,1.11723018,0.00000000,0.00000000,0.00000000,0.00000000
-0.35009572,-0.42353937,1.34815753,0.00000000,0.00000000,0.00000000,0.00000000
-0.43965468,-0.50605524,1.31868565,0.00000000,0.00000000,0.00000000,0.00000000
-0.48086143,0.88685542,0.99805993,0.00000000,0.00000000,0.00000000,0.00000000
-0.49200359,1.00149345,1.02843904,0.00000000,0.00000000,0.00000000,0.00000000
-0.63947946,-0.65656757,1.01889002,0.00000000,0.00000000,0.00000000,0.00000000
-0.56905776,-0.52730358,1.03365564,0.00000000,0.00000000,0.00000000,0.00000000
-0.42486846,0.55537528,1.42049038,0.00000000,0.00000000,0.00000000,0.00000000
-0.49050415,0.59293258,1.38522494,0.00000000,0.00000000,0.00000000,0.00000000
-0.28799176,0.51007456,0.89606702,0.00000000,0.00000000,0.00000000,0.00000000
-0.36206990,0.52492845,0.92730272,0.00000000,0.00000000,0.00000000,0.00000000
-0.40664455,0.56996918,1.00741029,0.00000000,0.00000000,0.00000000,0.00000000
-0.46791589,0.55556005,1.01263905,0.00000000,0.00000000,0.00000000,0.00000000
